index,filename,code_available,hyperparameters_detailed,env_version_specified,year,conference,conf_id,seeds,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,algorithm_0,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6
36,Optimal Completion Distillation for Sequence Learning.pdf,False,True,False,2019,iclr,iclr_2019,0,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,ppo,dqn,sac,,,,
37,AD-VAT An Asymmetric Dueling mechanism for learning Visual Active Tracking.pdf,True,True,False,2019,iclr,iclr_2019,over 10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,a3c,ppo,sac,,,,
38,Multi-step Retriever-Reader Interaction for Scalable Open-domain Question Answering.pdf,True,False,False,2019,iclr,iclr_2019,0,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,,,,,,,pets,,,,,,
39,Marginal Policy Gradients A Unified Family of Estimators for Bounded Action Spaces with Applications.pdf,True,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,action-value\s+function,(?:discount|reward)\s+function,,,trpo,a3c,ppo,a2c,,,
40,Opportunistic Learning Budgeted Cost-Sensitive Learning from Data Streams.pdf,True,True,False,2019,iclr,iclr_2019,0,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,(?:discount|reward)\s+function,,,,ppo,dqn,,,,,
41,Learning Multi-Level Hierarchies with Hindsight.pdf,True,False,False,2019,iclr,iclr_2019,over 10,action-value\s+function,(?:discount|reward)\s+function,,,,,,ppo,dqn,ddpg,,,,
42,AutoLoss Learning Discrete Schedule for Alternate Optimization.pdf,False,True,False,2019,iclr,iclr_2019,6-10,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
43,Variance Reduction for Reinforcement Learning in Input-Driven Environments.pdf,True,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,trpo,,,,,,
44,DOM-Q-NET  Grounded RL on Structured Language.pdf,True,True,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,dqn,sac,,,,,
45,Modeling the Long Term Future in Model-Based Reinforcement Learning.pdf,True,False,False,2019,iclr,iclr_2019,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,trpo,ppo,sac,,,,
46,Function Space Particle Optimization for Bayesian Neural Networks.pdf,True,False,False,2019,iclr,iclr_2019,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,,,,,,
47,Visual Semantic Navigation using Scene Priors.pdf,False,False,False,2019,iclr,iclr_2019,0,(?:discount|reward)\s+function,,,,,,,a3c,ppo,a2c,,,,
48,M3RL Mind-aware Multi-agent Management Reinforcement Learning.pdf,True,False,False,2019,iclr,iclr_2019,6-10,using\s+(?:deep\s+)?reinforcement\s+learning\s+to,(?:discount|reward)\s+function,,,,,,other,,,,,,
49,Value Propagation Networks.pdf,False,False,False,2019,iclr,iclr_2019,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,using\s+(?:deep\s+)?reinforcement\s+learning\s+to,through\s+(?:deep\s+)?reinforcement\s+learning,trained\s+(?:with\s+|using\s+)?(?:deep\s+|model-based\s+|model-free\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,trpo,ppo,,,,,
50,Unsupervised Control Through Non-Parametric Discriminative Rewards.pdf,False,True,False,2019,iclr,iclr_2019,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
51,Structured Neural Summarization.pdf,True,False,False,2019,iclr,iclr_2019,0,using\s+(?:deep\s+)?reinforcement\s+learning\s+to,,,,,,,sac,,,,,,
52,The Laplacian in RL Learning Representations with Efficient Approximations.pdf,False,False,False,2019,iclr,iclr_2019,0,(?:discount|reward)\s+function,,,,,,,ppo,dqn,ddpg,sac,,,
53,Discriminator-Actor-Critic Addressing Sample Inefficiency and Reward Bias in Adversarial Imitation L.pdf,True,False,False,2019,iclr,iclr_2019,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,trpo,sac,ddpg,td3,ppo,,
54,Bayesian Policy Optimization for Model Uncertainty.pdf,False,False,False,2019,iclr,iclr_2019,0,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,trpo,ppo,,,,,
55,Diversity is All You Need Learning Skills without a Reward Function.pdf,True,False,False,2019,iclr,iclr_2019,1-5,(?:discount|reward)\s+function,,,,,,,trpo,ppo,sac,,,,
56,An analytic theory of generalization dynamics and transfer learning in deep linear networks.pdf,False,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,other,,,,,,
57,Neural Probabilistic Motor Primitives for Humanoid Control.pdf,False,False,False,2019,iclr,iclr_2019,6-10,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,trpo,ppo,sac,pets,,,
58,Deep reinforcement learning with relational inductive biases.pdf,False,True,False,2019,iclr,iclr_2019,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,a2c,,,,,
59,Optimal Control Via Neural Networks A Convex Approach.pdf,False,False,False,2019,iclr,iclr_2019,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,trpo,ppo,sac,,,,
60,RelGAN Relational Generative Adversarial Networks for Text Generation.pdf,True,True,False,2019,iclr,iclr_2019,6-10,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,,,,,,
61,NADPEx An on-policy temporally consistent exploration method for deep reinforcement learning.pdf,True,False,False,2019,iclr,iclr_2019,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,trpo,ppo,dqn,,,,
62,Generative predecessor models for sample-efficient imitation learning.pdf,True,False,False,2019,iclr,iclr_2019,6-10,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,,,trpo,,,,,,
63,Universal Successor Features Approximators.pdf,False,False,False,2019,iclr,iclr_2019,6-10,action-value\s+function,(?:discount|reward)\s+function,,,,,,ppo,dqn,,,,,
64,Learning Self-Imitating Diverse Policies.pdf,True,False,False,2019,iclr,iclr_2019,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,trpo,td3,ppo,dqn,,,
65,Learning what you can do before doing anything.pdf,False,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,other,,,,,,
66,Solving the Rubiks Cube with Approximate Policy Iteration.pdf,True,False,False,2019,iclr,iclr_2019,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,value\s+function\s+approximation,,,,,,ppo,,,,,,
67,Information asymmetry in KL-regularized RL.pdf,False,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,trpo,ppo,dqn,sac,,,
68,Amortized Bayesian Meta-Learning.pdf,False,False,False,2019,iclr,iclr_2019,over 10,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
69,Quasi-hyperbolic momentum and Adam for deep learning.pdf,True,True,False,2019,iclr,iclr_2019,over 10,(?:discount|reward)\s+function,,,,,,,td3,ppo,ddpg,,,,
70,Guiding Policies with Language via Meta-Learning.pdf,True,False,False,2019,iclr,iclr_2019,1-5,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
71,Learning To Simulate.pdf,False,True,False,2019,iclr,iclr_2019,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,,,,,,,other,,,,,,
72,Learning Exploration Policies for Navigation.pdf,False,False,False,2019,iclr,iclr_2019,1-5,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
73,Hindsight policy gradients.pdf,True,True,False,2019,iclr,iclr_2019,over 10,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,ppo,dqn,,,,,
74,Large-Scale Answerer in Questioners Mind for Visual Dialog Question Generation.pdf,True,False,False,2019,iclr,iclr_2019,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
75,Understanding Straight-Through Estimator in Training Activation Quantized Neural Nets.pdf,False,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,,,,,,
76,Visceral Machines Risk-Aversion in  Reinforcement Learning with Intrinsic Physiological Rewards.pdf,False,False,False,2019,iclr,iclr_2019,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,dqn,,,,,,
77,InfoBot Transfer and Exploration via the Information Bottleneck.pdf,True,False,False,2019,iclr,iclr_2019,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,trpo,ppo,sac,a2c,,,
78,A Direct Approach to Robust Deep Learning Using Adversarial Networks.pdf,True,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,,,,,,
79,Learning Programmatically Structured Representations with Perceptor Gradients.pdf,False,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,ppo,,,,,,
80,Dynamically Unfolding Recurrent Restorer A Moving Endpoint Control Method for Image Restoration.pdf,False,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
81,Learning to Understand Goal Specifications by Modelling Reward.pdf,True,False,False,2019,iclr,iclr_2019,0,(?:discount|reward)\s+function,,,,,,,a3c,ppo,sac,,,,
82,Learning to Adapt in Dynamic Real-World Environments through Meta-Reinforcement Learning.pdf,False,True,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,trpo,dqn,sac,,,,
83,Execution-Guided Neural Program Synthesis.pdf,False,False,False,2019,iclr,iclr_2019,0,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,ppo,,,,,,
84,Soft Q-Learning with Mutual-Information Regularization.pdf,False,False,False,2019,iclr,iclr_2019,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),state-action\s+pairs,(?:discount|reward)\s+function,,,dqn,sac,,,,,
85,Learning to Learn without Forgetting by Maximizing Transfer and Minimizing Interference.pdf,True,True,False,2019,iclr,iclr_2019,1-5,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,,,,,ppo,dqn,,,,,
86,Contingency-Aware Exploration in Reinforcement Learning.pdf,True,False,False,2019,iclr,iclr_2019,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,trpo,a3c,dqn,a2c,ppo,,
87,Recurrent Experience Replay in Distributed Reinforcement Learning.pdf,False,True,False,2019,iclr,iclr_2019,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,a3c,ppo,dqn,,,,
88,Learnable Embedding Space for Efficient Neural Architecture Compression.pdf,False,True,False,2019,iclr,iclr_2019,1-5,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
89,Learning Multimodal Graph-to-Graph Translation for Molecule Optimization.pdf,True,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,sac,,,,,
90,Learning to Navigate the Web.pdf,False,False,False,2019,iclr,iclr_2019,0,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,value\s+function\s+approximation,(?:discount|reward)\s+function,,,,,dqn,,,,,,
91,Variance Networks When Expectation Does Not Meet Your Expectations.pdf,True,False,False,2019,iclr,iclr_2019,6-10,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,sac,,,,,
92,Composing Complex Skills by Learning Transition Policies.pdf,True,False,False,2019,iclr,iclr_2019,over 10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,trpo,ppo,sac,,,,
93,BabyAI A Platform to Study the Sample Efficiency of Grounded Language Learning.pdf,True,False,False,2019,iclr,iclr_2019,1-5,(?:discount|reward)\s+function,,,,,,,ppo,sac,,,,,
94,Variational Discriminator Bottleneck Improving Imitation Learning Inverse RL and GANs by Constrainin.pdf,True,False,False,2019,iclr,iclr_2019,1-5,(?:discount|reward)\s+function,,,,,,,trpo,ppo,sac,,,,
95,Minimum Divergence vs Maximum Margin an Empirical Comparison on Seq2Seq Models.pdf,False,False,False,2019,iclr,iclr_2019,0,policy\s+gradient\s+(?:method|algorithm|approach),,,,,,,ppo,,,,,,
96,Model-Predictive Policy Learning with Uncertainty Regularization for Driving in Dense Traffic.pdf,True,False,False,2019,iclr,iclr_2019,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,,,,,,ppo,,,,,,
97,Competitive experience replay.pdf,False,False,False,2019,iclr,iclr_2019,1-5,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,trpo,ppo,dqn,ddpg,,,
98,Algorithmic Framework for Model-based Deep Reinforcement Learning with Theoretical Guarantees.pdf,True,True,False,2019,iclr,iclr_2019,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,trpo,ppo,dqn,sac,,,
99,Preferences Implicit in the State of the World.pdf,True,False,False,2019,iclr,iclr_2019,0,(?:discount|reward)\s+function,,,,,,,pets,,,,,,
100,Sample Efficient Imitation Learning for Continuous Control.pdf,True,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,state-action\s+pairs,(?:discount|reward)\s+function,,,,,trpo,ppo,,,,,
101,Plan Online Learn Offline Efficient Learning and Exploration via Model-Based Control.pdf,False,False,False,2019,iclr,iclr_2019,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),value\s+function\s+approximation,(?:discount|reward)\s+function,,,,ppo,dqn,,,,,
102,Learning to Design RNA.pdf,True,False,False,2019,iclr,iclr_2019,0,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,ppo,,,,,,
103,Rigorous Agent Evaluation An Adversarial Approach to Uncover Catastrophic Failures.pdf,False,False,False,2019,iclr,iclr_2019,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,sac,a2c,,,,
104,Deep learning generalizes because the parameter-function map is biased towards simple functions.pdf,True,False,False,2019,iclr,iclr_2019,0,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,sac,,,,,,
105,Large-Scale Study of Curiosity-Driven Learning.pdf,False,True,False,2019,iclr,iclr_2019,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,ppo,dqn,sac,,,,
106,Directed-Info GAIL Learning Hierarchical Policies from Unsegmented Demonstrations using Directed Inf.pdf,False,False,False,2019,iclr,iclr_2019,0,state-action\s+pairs,(?:discount|reward)\s+function,,,,,,ppo,sac,,,,,
107,Adversarial Imitation via Variational Inverse Reinforcement Learning.pdf,False,False,False,2019,iclr,iclr_2019,1-5,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,trpo,ppo,dqn,,,,
108,SNAS stochastic neural architecture search.pdf,False,True,False,2019,iclr,iclr_2019,0,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
109,Exploration by random network distillation.pdf,False,False,False,2019,iclr,iclr_2019,6-10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,ppo,dqn,,,,,
0,Rapid Task-Solving in Novel Environments.pdf,False,True,False,2021,iclr,iclr_2021,1-5,(?:discount|reward)\s+function,,,,,,,ppo,,,,,,
1,Regularized Inverse Reinforcement Learning.pdf,False,False,False,2021,iclr,iclr_2021,1-5,through\s+(?:deep\s+)?reinforcement\s+learning,(?:discount|reward)\s+function,,,,,,trpo,ppo,dqn,sac,,,
2,Reinforcement Learning with Random Delays.pdf,False,True,False,2021,iclr,iclr_2021,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,action-value\s+function,(?:discount|reward)\s+function,,,,,dqn,sac,,,,,
3,Parameter-Based Value Functions.pdf,True,True,False,2021,iclr,iclr_2021,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,ppo,ddpg,,,,,
4,Blending MPC  Value Function Approximation for Efficient Reinforcement Learning.pdf,True,True,False,2021,iclr,iclr_2021,1-5,value\s+function\s+approximation,action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
5,Greedy-GQ with Variance Reduction Finite-time Analysis and Improved Complexity.pdf,False,False,False,2021,iclr,iclr_2021,0,policy\s+gradient\s+(?:method|algorithm|approach),action-value\s+function,(?:discount|reward)\s+function,,,,,ppo,dqn,sac,,,,
6,Simple Augmentation Goes a Long Way ADRL for DNN Quantization.pdf,False,False,False,2021,iclr,iclr_2021,0,(?:discount|reward)\s+function,,,,,,,dqn,ddpg,sac,,,,
7,Deep symbolic regression Recovering mathematical expressions from data via risk-seeking policy gradi.pdf,True,True,False,2021,iclr,iclr_2021,over 10,we\s+(?:propose|present|introduce|develop)\s+(?:\w+\s+)*?reinforcement\s+learning,based\s+on\s+(?:deep\s+)?reinforcement\s+learning,through\s+(?:deep\s+)?reinforcement\s+learning,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,ppo,sac,,,,,
8,Data-Efficient Reinforcement Learning with Self-Predictive Representations.pdf,True,False,False,2021,iclr,iclr_2021,6-10,through\s+(?:deep\s+)?reinforcement\s+learning,,,,,,,ppo,dqn,,,,,
9,Autoregressive Dynamics Models for Offline Policy Evaluation and Optimization.pdf,False,False,False,2021,iclr,iclr_2021,0,(?:discount|reward)\s+function,,,,,,,dqn,,,,,,
10,Benchmarks for Deep Off-Policy Evaluation.pdf,True,False,False,2021,iclr,iclr_2021,1-5,policy\s+gradient\s+(?:method|algorithm|approach),(?:discount|reward)\s+function,,,,,,trpo,ppo,sac,,,,
11,Variational Intrinsic Control Revisited.pdf,False,False,False,2021,iclr,iclr_2021,0,(?:discount|reward)\s+function,,,,,,,other,,,,,,
12,Temporally-Extended ε-Greedy Exploration.pdf,False,True,False,2021,iclr,iclr_2021,over 10,through\s+(?:deep\s+)?reinforcement\s+learning,value\s+function\s+approximation,action-value\s+function,state-action\s+pairs,(?:discount|reward)\s+function,,,ppo,dqn,sac,,,,
